review_id,beer_id,state,gender,state_id
298,14,Massachusetts,Male,21
299,14,Florida,Other,9
300,14,Pennsylvania,Male,38
301,14,Massachusetts,Other,21
302,14,New York,Male,32
303,14,Massachusetts,Male,21
304,14,New York,Male,32
305,14,Massachusetts,Other,21
306,14,New York,Other,32
308,15,California,Male,4
309,15,Massachusetts,Male,21
310,15,Indiana,Other,14
311,15,Massachusetts,Male,21
312,15,Minnesota,Male,23
314,15,Illinois,Male,13
315,15,Tennessee,Male,42
316,15,Virginia,Male,46
317,15,Texas,Male,43
318,15,Pennsylvania,Male,38
320,15,Ohio,Male,35
321,15,Massachusetts,Male,21
322,15,New York,Male,32
323,15,Connecticut,Male,6
324,15,Colorado,Male,5
326,15,Illinois,Male,13
327,16,Massachusetts,Male,21
328,16,California,Male,4
329,16,Illinois,Male,13
330,16,Connecticut,Male,6
331,16,Washington,Male,47
332,16,Wisconsin,Male,49
333,16,California,Other,4
334,16,Massachusetts,Male,21
335,16,New Jersey,Male,30
336,16,Nebraska,Male,27
337,16,Michigan,Male,22
338,16,Massachusetts,Male,21
339,16,Minnesota,Other,23
340,16,Tennessee,Male,42
341,16,Minnesota,Male,23
342,16,Massachusetts,Male,21
343,16,Massachusetts,Male,21
344,16,Massachusetts,Male,21
345,16,Michigan,Other,22
346,16,Illinois,Male,13
347,16,Illinois,Male,13
348,16,Iowa,Male,15
349,17,Massachusetts,Male,21
350,17,New York,Male,32
351,17,New York,Male,32
352,17,Maine,Male,19
353,17,Texas,Male,43
354,17,New Hampshire,Other,29
355,17,Michigan,Male,22
356,17,Pennsylvania,Male,38
357,17,Massachusetts,Male,21
358,17,New Hampshire,Male,29
359,17,Kentucky,Male,17
360,17,New York,Male,32
361,17,Illinois,Male,13
362,17,Connecticut,Male,6
363,17,Massachusetts,Male,21
364,17,South Carolina,Male,40
365,17,Massachusetts,Other,21
366,17,Minnesota,Male,23
367,17,Connecticut,Other,6
368,17,New York,Male,32
369,18,Michigan,Male,22
370,18,Virginia,Male,46
371,18,New York,Male,32
372,18,New Jersey,Other,30
373,18,New York,Male,32
374,18,California,Male,4
375,18,New Jersey,Other,30
376,18,Pennsylvania,Male,38
377,18,Connecticut,Male,6
378,18,Virginia,Male,46
379,18,Minnesota,Male,23
380,18,New Jersey,Male,30
381,18,Tennessee,Male,42
382,18,Pennsylvania,Male,38
383,18,Pennsylvania,Male,38
384,18,New Jersey,Male,30
385,18,Massachusetts,Other,21
386,18,Vermont,Male,45
387,18,California,Other,4
388,18,Michigan,Male,22
389,19,Delaware,Male,7
390,19,West Virginia,Male,48
391,19,Texas,Male,43
392,19,Idaho,Male,12
393,19,Rhode Island,Other,39
394,19,Massachusetts,Other,21
395,19,Colorado,Male,5
396,19,Massachusetts,Male,21
397,19,California,Male,4
398,19,Ohio,Male,35
400,19,Massachusetts,Male,21
401,19,Illinois,Male,13
402,19,Illinois,Male,13
404,19,District of Columbia,Male,8
405,19,Rhode Island,Male,39
407,19,Iowa,Male,15
408,19,Rhode Island,Male,39
409,19,Ohio,Male,35
411,19,Rhode Island,Male,39
412,20,Wisconsin,Male,49
413,20,Massachusetts,Male,21
414,20,Texas,Male,43
415,20,Missouri,Male,25
416,20,Connecticut,Male,6
417,20,Massachusetts,Male,21
418,20,New Jersey,Male,30
419,20,Connecticut,Male,6
420,20,Vermont,Male,45
421,20,New Jersey,Male,30
422,20,Pennsylvania,Male,38
423,20,Maryland,Male,20
424,20,Massachusetts,Male,21
425,20,Ohio,Male,35
426,20,Vermont,Other,45
427,20,New Jersey,Other,30
428,20,New Hampshire,Male,29
429,20,North Carolina,Male,33
430,20,Minnesota,Male,23
431,20,Illinois,Male,13
432,20,Indiana,Male,14
433,20,California,Male,4
434,20,New Hampshire,Male,29
435,21,District of Columbia,Male,8
436,21,Ohio,Male,35
437,21,Massachusetts,Male,21
438,21,New York,Male,32
439,21,Rhode Island,Male,39
440,21,Vermont,Other,45
441,21,Minnesota,Male,23
442,21,Rhode Island,Other,39
443,21,Massachusetts,Male,21
444,21,Massachusetts,Male,21
445,21,Vermont,Male,45
447,21,Georgia,Other,10
448,21,Texas,Other,43
449,21,Massachusetts,Male,21
450,21,Vermont,Male,45
451,21,Vermont,Male,45
452,21,Georgia,Male,10
453,21,Michigan,Other,22
454,21,Ohio,Male,35
455,21,Illinois,Male,13
456,22,Virginia,Male,46
457,22,New York,Other,32
458,22,Ohio,Male,35
460,22,Washington,Male,47
461,22,Rhode Island,Other,39
462,22,Indiana,Male,14
463,22,Texas,Male,43
464,22,Michigan,Other,22
465,22,Minnesota,Male,23
466,22,North Carolina,Male,33
467,22,Massachusetts,Male,21
468,22,Alabama,Male,0
469,22,Massachusetts,Male,21
470,22,North Carolina,Male,33
471,22,Washington,Male,47
472,23,Wisconsin,Male,49
473,23,Ohio,Male,35
474,23,Minnesota,Male,23
475,23,Oregon,Male,37
476,23,Illinois,Male,13
477,23,Minnesota,Male,23
478,23,California,Male,4
479,23,Minnesota,Male,23
480,23,Illinois,Male,13
481,23,Rhode Island,Male,39
482,23,Massachusetts,Male,21
483,23,North Carolina,Male,33
484,23,Vermont,Male,45
485,23,Massachusetts,Male,21
486,23,Illinois,Male,13
487,23,Georgia,Male,10
488,23,West Virginia,Male,48
489,23,Florida,Other,9
490,23,Missouri,Male,25
491,23,South Dakota,Other,41
492,23,South Dakota,Other,41
493,23,Nebraska,Male,27
494,23,Michigan,Other,22
495,24,California,Male,4
496,24,Illinois,Male,13
497,24,Connecticut,Male,6
498,24,North Carolina,Male,33
499,24,California,Male,4
500,24,Colorado,Other,5
501,24,Florida,Male,9
502,24,Illinois,Male,13
503,24,New Jersey,Male,30
504,24,Massachusetts,Male,21
505,24,District of Columbia,Other,8
506,24,Missouri,Male,25
507,24,Florida,Male,9
508,24,Pennsylvania,Other,38
509,24,North Carolina,Male,33
510,24,California,Other,4
512,24,Minnesota,Male,23
513,24,Indiana,Other,14
514,24,Virginia,Male,46
515,24,Iowa,Other,15
517,25,Pennsylvania,Male,38
518,25,Florida,Male,9
519,25,New York,Male,32
520,25,Illinois,Other,13
521,25,New York,Male,32
522,25,Massachusetts,Male,21
523,25,New York,Male,32
525,25,New Jersey,Male,30
526,25,District of Columbia,Other,8
527,25,Arizona,Male,2
528,25,Maine,Male,19
529,25,Illinois,Male,13
530,25,Pennsylvania,Male,38
531,25,Connecticut,Male,6
532,25,Washington,Male,47
533,25,Connecticut,Male,6
534,25,Massachusetts,Male,21
535,25,Massachusetts,Male,21
536,25,Virginia,Male,46
537,25,Massachusetts,Male,21
538,26,New Jersey,Male,30
539,26,New Jersey,Other,30
540,26,Washington,Other,47
541,26,Georgia,Male,10
542,26,Michigan,Other,22
543,26,Connecticut,Other,6
544,26,New York,Male,32
545,26,Virginia,Male,46
546,26,Oregon,Male,37
547,26,Ohio,Male,35
548,26,Texas,Other,43
549,26,Indiana,Other,14
550,26,Illinois,Other,13
551,26,Illinois,Male,13
553,26,Indiana,Male,14
554,26,Virginia,Male,46
555,26,Pennsylvania,Male,38
557,27,Idaho,Male,12
558,27,New Hampshire,Male,29
559,27,Connecticut,Other,6
560,27,New York,Male,32
561,27,Indiana,Male,14
562,27,Ohio,Male,35
563,27,Pennsylvania,Other,38
564,27,Pennsylvania,Male,38
565,27,New York,Male,32
566,27,Maine,Male,19
567,27,Florida,Male,9
568,27,Tennessee,Male,42
569,27,Illinois,Male,13
570,27,Illinois,Male,13
571,27,Washington,Other,47
572,27,North Carolina,Male,33
573,27,Colorado,Male,5
574,28,New Jersey,Male,30
575,28,Massachusetts,Male,21
576,28,Massachusetts,Male,21
577,28,New Hampshire,Male,29
578,28,Massachusetts,Male,21
579,28,New Jersey,Male,30
580,28,New Hampshire,Male,29
581,28,New Jersey,Male,30
582,28,Pennsylvania,Other,38
583,28,Virginia,Male,46
584,28,California,Male,4
585,28,Connecticut,Male,6
586,28,Massachusetts,Male,21
587,28,Massachusetts,Male,21
588,28,Maryland,Male,20
589,28,Connecticut,Male,6
590,28,Texas,Male,43
591,28,Virginia,Male,46
592,28,Massachusetts,Male,21
593,29,Colorado,Other,5
594,29,Ohio,Male,35
595,29,California,Male,4
596,29,Illinois,Male,13
597,29,Massachusetts,Male,21
598,29,Massachusetts,Male,21
599,29,Minnesota,Male,23
600,29,California,Male,4
602,29,New York,Male,32
603,29,Missouri,Male,25
604,29,Massachusetts,Male,21
605,29,Indiana,Male,14
606,29,New York,Other,32
607,29,New York,Male,32
608,29,Illinois,Male,13
609,29,Florida,Male,9
610,29,California,Other,4
611,29,Pennsylvania,Male,38
612,29,Illinois,Male,13
613,30,New Jersey,Male,30
614,30,Illinois,Male,13
615,30,Ohio,Male,35
616,30,Minnesota,Male,23
617,30,Texas,Male,43
618,30,Tennessee,Male,42
619,30,Massachusetts,Male,21
620,30,New York,Male,32
621,30,Massachusetts,Male,21
622,30,Massachusetts,Male,21
624,30,Indiana,Male,14
625,30,Washington,Male,47
626,30,Arizona,Female,2
627,30,Oregon,Male,37
629,30,Michigan,Male,22
630,30,Connecticut,Male,6
631,30,Ohio,Male,35
632,30,California,Male,4
633,30,California,Male,4
634,30,Florida,Male,9
635,30,Wisconsin,Male,49
636,31,Illinois,Male,13
637,31,South Carolina,Male,40
638,31,Pennsylvania,Male,38
639,31,Montana,Male,26
640,31,Pennsylvania,Male,38
641,31,Missouri,Male,25
642,31,Pennsylvania,Male,38
643,31,Indiana,Male,14
644,31,Massachusetts,Male,21
645,31,Illinois,Male,13
647,31,Florida,Male,9
648,31,South Carolina,Male,40
649,31,South Dakota,Male,41
650,31,Tennessee,Male,42
651,31,Indiana,Male,14
652,31,Virginia,Male,46
653,31,Florida,Other,9
654,31,Florida,Male,9
655,31,New Jersey,Male,30
656,31,Ohio,Male,35
657,31,Pennsylvania,Male,38
658,31,New Hampshire,Male,29
659,32,Massachusetts,Other,21
660,32,Massachusetts,Male,21
661,32,Massachusetts,Male,21
662,32,New York,Male,32
663,32,Texas,Male,43
664,32,Massachusetts,Male,21
665,32,California,Male,4
666,32,Washington,Male,47
667,32,Illinois,Male,13
669,32,Minnesota,Male,23
671,32,Colorado,Male,5
672,32,Maryland,Male,20
674,32,New York,Male,32
675,32,Nebraska,Male,27
676,32,Florida,Male,9
677,32,Illinois,Male,13
678,32,Missouri,Male,25
679,32,Vermont,Other,45
681,32,Nevada,Male,28
682,33,Connecticut,Male,6
683,33,Alabama,Male,0
684,33,Minnesota,Male,23
685,33,Pennsylvania,Male,38
686,33,Missouri,Male,25
687,33,Minnesota,Male,23
688,33,Minnesota,Male,23
689,33,Minnesota,Male,23
691,33,California,Male,4
692,33,Pennsylvania,Male,38
693,33,Pennsylvania,Male,38
694,33,Minnesota,Male,23
695,33,New Jersey,Male,30
696,33,Ohio,Male,35
697,33,Missouri,Male,25
698,33,Virginia,Male,46
699,33,Wisconsin,Male,49
700,33,Illinois,Male,13
701,34,South Carolina,Male,40
702,34,Massachusetts,Male,21
703,34,New Jersey,Male,30
704,34,Florida,Male,9
705,34,Texas,Male,43
706,34,Illinois,Male,13
707,34,Connecticut,Male,6
708,34,Florida,Male,9
709,34,Massachusetts,Male,21
710,34,Georgia,Male,10
711,34,Colorado,Male,5
712,34,Pennsylvania,Male,38
713,34,Minnesota,Male,23
714,34,Rhode Island,Male,39
715,34,Minnesota,Male,23
716,34,Idaho,Male,12
717,34,New York,Male,32
718,34,Washington,Male,47
719,34,Illinois,Male,13
720,34,Illinois,Other,13
721,35,Massachusetts,Male,21
722,35,Washington,Male,47
723,35,Massachusetts,Male,21
724,35,Ohio,Male,35
725,35,Kentucky,Male,17
726,35,Illinois,Male,13
727,35,New Jersey,Male,30
729,35,Nevada,Male,28
730,35,Georgia,Male,10
732,35,California,Male,4
733,35,Massachusetts,Male,21
734,35,New Jersey,Male,30
735,35,Illinois,Male,13
736,35,Florida,Male,9
737,35,Alabama,Male,0
738,35,California,Male,4
739,35,Missouri,Male,25
740,36,California,Male,4
741,36,Ohio,Male,35
742,36,Vermont,Other,45
743,36,New York,Male,32
744,36,New Jersey,Male,30
745,36,Massachusetts,Male,21
746,36,Rhode Island,Male,39
747,36,Massachusetts,Male,21
748,36,Florida,Male,9
749,36,Vermont,Male,45
750,36,Illinois,Male,13
751,36,California,Male,4
752,36,Florida,Male,9
753,36,Nevada,Male,28
754,36,Colorado,Male,5
755,36,Florida,Male,9
757,36,Iowa,Male,15
758,36,Florida,Male,9
759,36,Colorado,Male,5
760,37,Ohio,Male,35
761,37,Massachusetts,Male,21
763,37,Rhode Island,Male,39
764,37,Massachusetts,Male,21
765,37,New Jersey,Male,30
766,37,Illinois,Male,13
767,37,Massachusetts,Male,21
768,37,New Jersey,Male,30
769,37,Vermont,Male,45
770,37,Vermont,Other,45
771,37,Florida,Male,9
772,37,Illinois,Male,13
773,37,Massachusetts,Other,21
774,37,Iowa,Male,15
775,37,Connecticut,Male,6
776,37,Massachusetts,Male,21
777,37,Massachusetts,Male,21
778,37,Delaware,Male,7
779,37,District of Columbia,Male,8
780,38,Wisconsin,Male,49
781,38,New Hampshire,Male,29
782,38,New York,Male,32
783,38,Pennsylvania,Male,38
784,38,New Jersey,Male,30
785,38,Massachusetts,Male,21
786,38,Nevada,Male,28
787,38,Massachusetts,Male,21
788,38,Massachusetts,Male,21
789,38,Maryland,Male,20
790,38,Virginia,Male,46
791,38,Connecticut,Male,6
792,38,New York,Male,32
793,38,Minnesota,Male,23
794,38,New York,Male,32
795,38,Virginia,Male,46
796,38,Massachusetts,Other,21
797,38,Massachusetts,Male,21
798,38,Massachusetts,Other,21
799,39,Illinois,Male,13
800,39,Florida,Male,9
801,39,Pennsylvania,Male,38
802,39,Washington,Male,47
803,39,Illinois,Male,13
804,39,Wisconsin,Male,49
805,39,Texas,Male,43
806,39,Minnesota,Male,23
807,39,New York,Male,32
808,39,Idaho,Male,12
809,39,Florida,Other,9
810,39,Massachusetts,Male,21
811,39,Indiana,Male,14
812,39,Georgia,Male,10
813,39,Vermont,Male,45
814,39,Indiana,Male,14
815,39,Massachusetts,Male,21
816,39,North Carolina,Male,33
817,39,New Mexico,Male,31
818,39,Idaho,Male,12
819,39,Georgia,Other,10
820,39,District of Columbia,Male,8
821,39,Florida,Male,9
822,40,Georgia,Other,10
823,40,New Jersey,Other,30
824,40,Ohio,Male,35
825,40,West Virginia,Male,48
827,40,Colorado,Male,5
828,40,California,Male,4
829,40,Florida,Male,9
831,40,Illinois,Male,13
832,40,New Jersey,Male,30
833,40,Virginia,Male,46
834,40,Maryland,Male,20
835,40,Delaware,Male,7
836,40,Ohio,Male,35
837,40,California,Male,4
838,40,Missouri,Male,25
839,40,Ohio,Male,35
840,40,Michigan,Male,22
841,40,New York,Other,32
843,41,Missouri,Male,25
844,41,New Jersey,Other,30
845,41,Wisconsin,Male,49
846,41,Connecticut,Male,6
847,41,Indiana,Male,14
848,41,Connecticut,Male,6
849,41,New Jersey,Other,30
850,41,California,Male,4
851,41,Tennessee,Male,42
852,41,Massachusetts,Male,21
853,41,Massachusetts,Male,21
856,41,South Carolina,Male,40
857,41,Georgia,Other,10
858,41,New York,Male,32
859,41,Massachusetts,Male,21
860,41,New Hampshire,Male,29
861,41,Connecticut,Male,6
862,41,Wisconsin,Male,49
863,42,Pennsylvania,Male,38
864,42,Illinois,Male,13
865,42,New York,Male,32
866,42,Pennsylvania,Male,38
867,42,Massachusetts,Male,21
868,42,Washington,Male,47
869,42,New York,Other,32
870,42,Texas,Male,43
871,42,Tennessee,Male,42
872,42,California,Male,4
873,42,Idaho,Male,12
874,42,Georgia,Male,10
875,42,Massachusetts,Male,21
876,42,Minnesota,Male,23
877,42,Colorado,Male,5
878,42,Pennsylvania,Male,38
879,42,Texas,Male,43
880,42,Florida,Male,9
881,42,Massachusetts,Male,21
882,42,Ohio,Male,35
883,42,Massachusetts,Male,21
884,42,Michigan,Other,22
885,43,Alabama,Male,0
886,43,Virginia,Male,46
887,43,California,Other,4
888,43,Massachusetts,Male,21
889,43,Massachusetts,Other,21
890,43,North Carolina,Male,33
891,43,Massachusetts,Male,21
892,43,Massachusetts,Male,21
893,43,North Carolina,Male,33
894,43,Massachusetts,Male,21
896,43,New Hampshire,Male,29
897,43,Massachusetts,Male,21
898,43,Minnesota,Male,23
899,43,Massachusetts,Male,21
900,43,Massachusetts,Male,21
901,43,New York,Other,32
902,43,California,Male,4
903,43,Georgia,Male,10
904,43,Massachusetts,Male,21
905,43,Connecticut,Male,6
906,43,Vermont,Other,45
907,43,Massachusetts,Male,21
908,43,Tennessee,Male,42
909,44,New York,Male,32
910,44,California,Male,4
911,44,Pennsylvania,Male,38
912,44,Connecticut,Other,6
913,44,Connecticut,Male,6
914,44,Nevada,Male,28
915,44,Massachusetts,Male,21
916,44,New York,Male,32
917,44,Illinois,Male,13
918,44,Colorado,Male,5
919,44,Pennsylvania,Male,38
920,44,Minnesota,Male,23
921,44,Pennsylvania,Other,38
922,44,Maryland,Male,20
923,44,Michigan,Male,22
924,44,Massachusetts,Male,21
925,44,New Jersey,Male,30
926,44,New Jersey,Other,30
927,44,New York,Male,32
928,45,Delaware,Male,7
929,45,Rhode Island,Male,39
930,45,Alabama,Male,0
931,45,Massachusetts,Male,21
932,45,Illinois,Male,13
933,45,Massachusetts,Other,21
934,45,Ohio,Male,35
935,45,Illinois,Male,13
936,45,Massachusetts,Male,21
937,45,Georgia,Male,10
938,45,Massachusetts,Male,21
939,45,Michigan,Other,22
940,45,New Hampshire,Male,29
941,45,Massachusetts,Male,21
942,45,Massachusetts,Male,21
943,45,Massachusetts,Male,21
944,45,Connecticut,Male,6
945,45,Massachusetts,Other,21
946,45,Massachusetts,Male,21
947,46,Idaho,Male,12
948,46,New Mexico,Male,31
949,46,Colorado,Male,5
950,46,Minnesota,Male,23
951,46,Missouri,Male,25
952,46,Illinois,Male,13
953,46,Florida,Male,9
954,46,Iowa,Male,15
955,46,Texas,Male,43
956,46,Indiana,Male,14
957,46,District of Columbia,Male,8
958,46,Pennsylvania,Male,38
959,46,Illinois,Other,13
960,46,Florida,Male,9
961,46,Nevada,Male,28
962,46,Missouri,Male,25
963,46,Illinois,Male,13
964,46,Illinois,Male,13
965,46,New York,Male,32
966,47,Colorado,Other,5
967,47,Montana,Male,26
968,47,Minnesota,Male,23
969,47,Pennsylvania,Male,38
970,47,Tennessee,Male,42
971,47,Massachusetts,Male,21
972,47,California,Male,4
973,47,Illinois,Male,13
974,47,West Virginia,Male,48
975,47,Massachusetts,Male,21
976,47,Rhode Island,Male,39
977,47,California,Male,4
978,47,Arizona,Other,2
979,47,Connecticut,Male,6
980,47,Texas,Male,43
981,47,Texas,Male,43
982,47,California,Male,4
983,47,Florida,Male,9
984,47,California,Male,4
985,47,Massachusetts,Male,21
986,47,Massachusetts,Male,21
987,47,California,Male,4
988,47,Nevada,Male,28
989,48,Pennsylvania,Male,38
990,48,New Jersey,Male,30
991,48,Illinois,Male,13
992,48,Illinois,Male,13
993,48,Illinois,Male,13
994,48,California,Other,4
995,48,Massachusetts,Male,21
998,48,Pennsylvania,Male,38
999,48,Minnesota,Male,23
1000,48,Colorado,Other,5
1001,48,New Jersey,Male,30
1002,48,Texas,Male,43
1004,48,New Hampshire,Male,29
1005,48,California,Male,4
1007,48,Colorado,Male,5
1008,48,California,Male,4
1009,48,New York,Male,32
1010,48,North Carolina,Male,33
1011,49,Wisconsin,Male,49
1012,49,Vermont,Other,45
1013,49,California,Male,4
1014,49,California,Male,4
1016,49,Illinois,Male,13
1017,49,Massachusetts,Male,21
1019,49,California,Male,4
1020,49,Pennsylvania,Male,38
1021,49,Ohio,Male,35
1022,49,Maryland,Male,20
1023,49,California,Male,4
1024,49,Illinois,Male,13
1025,49,California,Male,4
1026,49,Tennessee,Male,42
1027,49,California,Male,4
